# OpenMATB Scenario: adaptive_automation_dev_c1_8min.txt
# Adaptive automation -- condition 1, 8 min continuous
#
# Participant  : DEV
# d_final      : 0.8000
# delta        : 0.8000
# Level anchors: LOW=0.0000, MODERATE=0.8000, HIGH=1.6000
# Block order  : L H M H H L H M  (L=LOW M=MODERATE H=HIGH)
# Block split  : 4×HIGH + 2×LOW + 2×MODERATE  (8 blocks total)
# Seed basis   : <participant>|adaptive|<condition>|<block_index>
# Generated by : scripts/generate_adaptive_automation_scenarios.py

0:00:00;labstreaminglayer;start
0:04:25;sysmon;scales-4-failure;True
0:04:27;sysmon;scales-2-failure;True
0:04:28;sysmon;lights-1-failure;True
0:04:29;sysmon;scales-2-failure;True
0:04:29;communications;radioprompt;own
0:04:30;sysmon;scales-3-failure;True
0:04:30;resman;pump-6-state;off
0:04:30;sysmon;lights-1-failure;True
0:04:33;resman;pump-4-state;failure
0:04:34;sysmon;scales-3-failure;True
0:04:35;sysmon;lights-2-failure;True
0:04:39;sysmon;lights-1-failure;True
0:04:41;sysmon;scales-4-failure;True
0:04:43;resman;pump-4-state;off
0:04:44;sysmon;scales-2-failure;True
0:04:45;resman;pump-8-state;failure
0:04:47;sysmon;scales-3-failure;True
0:04:51;sysmon;lights-2-failure;True
0:04:55;sysmon;lights-1-failure;True
0:04:55;resman;pump-8-state;off
0:04:55;sysmon;scales-1-failure;True
0:04:59;labstreaminglayer;marker;STUDY/V0/adaptive_automation/1/block_05/HIGH/END|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:05:00;labstreaminglayer;marker;STUDY/V0/adaptive_automation/1/block_06/LOW/START|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:05:00;track;taskupdatetime;38
0:05:00;track;joystickforce;2
0:05:00;resman;tank-a-lossperminute;95
0:05:00;resman;tank-b-lossperminute;95
0:05:08;resman;pump-8-state;failure
0:05:17;communications;radioprompt;other
0:05:18;resman;pump-8-state;off
0:05:19;sysmon;lights-1-failure;True
0:05:26;sysmon;scales-2-failure;True
0:05:35;sysmon;scales-4-failure;True
0:05:37;resman;pump-7-state;failure
0:05:41;sysmon;lights-2-failure;True
0:05:47;resman;pump-7-state;off
0:05:59;labstreaminglayer;marker;STUDY/V0/adaptive_automation/1/block_06/LOW/END|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:06:00;labstreaminglayer;marker;STUDY/V0/adaptive_automation/1/block_07/HIGH/START|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:06:00;track;taskupdatetime;13
0:06:00;track;joystickforce;1
0:06:00;resman;tank-a-lossperminute;341
0:06:00;resman;tank-b-lossperminute;341
0:06:05;sysmon;lights-2-failure;True
0:06:05;sysmon;scales-4-failure;True
0:06:07;sysmon;scales-4-failure;True
0:06:07;sysmon;lights-1-failure;True
0:06:07;resman;pump-2-state;failure
0:06:10;sysmon;scales-1-failure;True
0:06:10;sysmon;lights-1-failure;True
0:06:12;sysmon;lights-1-failure;True
0:06:12;sysmon;scales-2-failure;True
0:06:16;sysmon;scales-3-failure;True
0:06:17;communications;radioprompt;other
0:06:17;resman;pump-2-state;off
0:06:18;sysmon;lights-2-failure;True
0:06:19;resman;pump-4-state;failure
0:06:20;sysmon;scales-2-failure;True
0:06:20;sysmon;lights-2-failure;True
0:06:23;sysmon;lights-2-failure;True
0:06:24;sysmon;lights-1-failure;True
0:06:27;sysmon;scales-2-failure;True
0:06:29;resman;pump-4-state;off
0:06:33;resman;pump-8-state;failure
0:06:36;communications;radioprompt;own
0:06:37;sysmon;lights-2-failure;True
0:06:38;sysmon;scales-1-failure;True
0:06:38;sysmon;lights-1-failure;True
0:06:40;sysmon;lights-1-failure;True
0:06:40;sysmon;scales-3-failure;True
0:06:43;resman;pump-8-state;off
0:06:44;sysmon;scales-3-failure;True
0:06:45;sysmon;lights-1-failure;True
0:06:45;resman;pump-7-state;failure
0:06:48;sysmon;lights-2-failure;True
0:06:49;sysmon;scales-1-failure;True
0:06:52;sysmon;scales-1-failure;True
0:06:53;sysmon;lights-2-failure;True
0:06:54;sysmon;scales-4-failure;True
0:06:55;sysmon;scales-2-failure;True
0:06:55;resman;pump-7-state;off
0:06:59;labstreaminglayer;marker;STUDY/V0/adaptive_automation/1/block_07/HIGH/END|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:07:00;labstreaminglayer;marker;STUDY/V0/adaptive_automation/1/block_08/MODERATE/START|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:07:00;track;taskupdatetime;25
0:07:00;track;joystickforce;2
0:07:00;resman;tank-a-lossperminute;180
0:07:00;resman;tank-b-lossperminute;180
0:07:08;sysmon;lights-1-failure;True
0:07:10;sysmon;lights-2-failure;True
0:07:11;sysmon;scales-4-failure;True
0:07:14;sysmon;lights-1-failure;True
0:07:15;sysmon;lights-2-failure;True
0:07:15;communications;radioprompt;own
0:07:16;sysmon;scales-3-failure;True
0:07:19;sysmon;lights-2-failure;True
0:07:21;resman;pump-7-state;failure
0:07:29;sysmon;scales-3-failure;True
0:07:30;sysmon;scales-1-failure;True
0:07:31;resman;pump-7-state;off
0:07:32;sysmon;scales-4-failure;True
0:07:37;sysmon;lights-1-failure;True
0:07:37;communications;radioprompt;other
0:07:38;resman;pump-8-state;failure
0:07:48;sysmon;scales-2-failure;True
0:07:48;resman;pump-8-state;off
0:07:59;labstreaminglayer;marker;STUDY/V0/adaptive_automation/1/block_08/MODERATE/END|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}

# --- Scenario end ---
0:08:00;sysmon;stop
0:08:00;track;stop
0:08:00;communications;stop
0:08:00;resman;stop
0:08:00;scheduling;stop
0:08:00;labstreaminglayer;marker;STUDY/V0/adaptive_automation/1/END|pid=${OPENMATB_PARTICIPANT}|sid=${OPENMATB_SESSION}
0:08:00;labstreaminglayer;stop
